date,GBP/USD_O,GBP/USD_H,GBP/USD_L,GBP/USD_C
2016-02-09,1.4426,1.4515,1.4377,1.4467
2016-02-08,1.4501,1.4547,1.435,1.4426
2016-02-07,1.4499,1.4505,1.4478,1.4499
2016-02-05,1.4573,1.4591,1.4451,1.4501
2016-02-04,1.4587,1.4668,1.4528,1.4573
2016-02-03,1.4409,1.4649,1.438,1.4586
2016-02-02,1.4419,1.4446,1.4325,1.441
2016-02-01,1.4235,1.4445,1.4226,1.4419
2016-01-31,1.4239,1.4256,1.4227,1.4234
2016-01-29,1.4357,1.4413,1.4148,1.4245
2016-01-28,1.4244,1.4407,1.4236,1.4358
2016-01-27,1.4348,1.4355,1.4228,1.4243
2016-01-26,1.424,1.4367,1.4172,1.4348
2016-01-25,1.4266,1.431,1.422,1.4239
2016-01-24,1.4268,1.4279,1.4257,1.4264
2016-01-22,1.4224,1.4363,1.4202,1.4264
2016-01-21,1.4185,1.4249,1.408,1.4222
2016-01-20,1.4165,1.4219,1.4124,1.4185
2016-01-19,1.4253,1.434,1.4127,1.4165
2016-01-18,1.4256,1.4323,1.4234,1.4253
2016-01-17,1.4259,1.4262,1.4246,1.4256
2016-01-15,1.4417,1.4428,1.4248,1.4256
2016-01-14,1.4418,1.4445,1.4358,1.4416
2016-01-13,1.4425,1.4476,1.4379,1.4418
2016-01-12,1.4548,1.456,1.4351,1.4425
2016-01-11,1.4505,1.4604,1.4492,1.4548
2016-01-10,1.452,1.4537,1.4501,1.4504
2016-01-08,1.4627,1.4645,1.4504,1.4521
2016-01-07,1.4626,1.464,1.4531,1.4627
2016-01-06,1.4675,1.4682,1.4599,1.4626
2016-01-05,1.4716,1.4725,1.4636,1.4674
2016-01-04,1.4734,1.4816,1.4662,1.4716
2016-01-03,1.4745,1.4756,1.4728,1.4735
2016-01-01,1.4733,1.4748,1.4733,1.4733
2015-12-31,1.4809,1.4845,1.4723,1.4734
2015-12-30,1.4811,1.4849,1.4791,1.4809
2015-12-29,1.4881,1.4914,1.4783,1.4812
2015-12-28,1.4919,1.4935,1.4871,1.4881
2015-12-27,1.4911,1.4933,1.4905,1.4919
2015-12-25,1.4908,1.4944,1.4904,1.4925
2015-12-24,1.487,1.4945,1.4866,1.4908
2015-12-23,1.4826,1.49,1.4817,1.487
2015-12-22,1.4885,1.4908,1.4803,1.4826
2015-12-21,1.4904,1.4929,1.4876,1.4884
2015-12-20,1.4896,1.4915,1.4887,1.4903
2015-12-18,1.4905,1.495,1.4883,1.4893
2015-12-17,1.4979,1.5009,1.4863,1.4905
2015-12-16,1.5037,1.5099,1.4956,1.4979
2015-12-15,1.5172,1.5184,1.5027,1.5037
2015-12-14,1.5191,1.5205,1.5105,1.5171
2015-12-13,1.5222,1.5232,1.5186,1.519
2015-12-11,1.5155,1.524,1.5122,1.522
2015-12-10,1.518,1.5202,1.511,1.5155
2015-12-09,1.5007,1.5192,1.5002,1.518
2015-12-08,1.5047,1.5061,1.4954,1.5009
2015-12-07,1.5107,1.5115,1.5042,1.5047
2015-12-06,1.5106,1.511,1.5095,1.5106
2015-12-04,1.5137,1.5156,1.5077,1.5109
2015-12-03,1.4941,1.5159,1.4903,1.5137
2015-12-02,1.5076,1.5081,1.4894,1.4941
2015-12-01,1.5063,1.5126,1.5048,1.5074
2015-11-30,1.5035,1.5069,1.499,1.5063
2015-11-29,1.504,1.5041,1.5028,1.5034
2015-11-27,1.5099,1.5109,1.5026,1.5033
2015-11-26,1.5122,1.5131,1.5062,1.5099
2015-11-25,1.5083,1.5136,1.5052,1.5122
2015-11-24,1.5122,1.5156,1.5049,1.5084
2015-11-23,1.5184,1.5197,1.5106,1.5121
2015-11-22,1.5198,1.5198,1.5177,1.5184
2015-11-20,1.5288,1.531,1.518,1.5188
2015-11-19,1.5228,1.5336,1.5227,1.5288
2015-11-18,1.5216,1.5249,1.5185,1.5229
2015-11-17,1.5199,1.5239,1.5152,1.5215
2015-11-16,1.5221,1.523,1.5179,1.52
2015-11-15,1.5236,1.5236,1.5213,1.5221
2015-11-13,1.5225,1.5263,1.5185,1.5241
2015-11-12,1.5218,1.5247,1.5171,1.5225
2015-11-11,1.5122,1.5221,1.5117,1.5217
2015-11-10,1.5116,1.5145,1.5089,1.5121
2015-11-09,1.5048,1.5128,1.5039,1.5115
2015-11-08,1.505,1.5063,1.5039,1.5047
2015-11-06,1.5211,1.5219,1.5024,1.5047
2015-11-05,1.5388,1.5402,1.5202,1.5212
2015-11-04,1.5418,1.5445,1.5358,1.5388
2015-11-03,1.5415,1.5445,1.5357,1.5419
2015-11-02,1.545,1.5497,1.5403,1.5415
2015-11-01,1.5445,1.5456,1.5427,1.545
2015-10-31,1.5424,1.5424,1.5424,1.5424
2015-10-30,1.5318,1.5468,1.5306,1.5425
2015-10-29,1.527,1.5322,1.524,1.5318
2015-10-28,1.531,1.5347,1.5246,1.527
2015-10-27,1.5349,1.5359,1.5279,1.531
2015-10-26,1.5314,1.5382,1.5306,1.5348
2015-10-25,1.5312,1.5321,1.5301,1.5314
2015-10-24,1.5312,1.5312,1.5312,1.5312
2015-10-23,1.5391,1.5419,1.5304,1.531
2015-10-22,1.5417,1.5508,1.5365,1.5391
2015-10-21,1.5444,1.5477,1.5398,1.5417
2015-10-20,1.5462,1.5506,1.5433,1.5444
2015-10-19,1.5435,1.5497,1.5425,1.5463
2015-10-18,1.543,1.5447,1.5427,1.5433
2015-10-16,1.5476,1.5486,1.5428,1.5435
2015-10-15,1.5471,1.5509,1.5413,1.5475
2015-10-14,1.5253,1.5494,1.5245,1.5471
2015-10-13,1.5342,1.5388,1.5198,1.5252
2015-10-12,1.5318,1.5373,1.5312,1.5342
2015-10-11,1.5318,1.5323,1.5308,1.5318
2015-10-09,1.5349,1.5383,1.5295,1.5312
2015-10-08,1.5314,1.5372,1.5258,1.5349
2015-10-07,1.5229,1.534,1.522,1.5314
2015-10-06,1.5146,1.5243,1.5137,1.5229
2015-10-05,1.5183,1.5245,1.5135,1.5146
2015-10-04,1.5173,1.5196,1.5165,1.5183
2015-10-03,1.5181,1.5181,1.5181,1.5181
2015-10-02,1.5133,1.5238,1.5129,1.5185
2015-10-01,1.5123,1.518,1.5105,1.5134
2015-09-30,1.5156,1.5214,1.5105,1.5123
2015-09-29,1.5164,1.5205,1.5126,1.5156
2015-09-28,1.5198,1.5241,1.5155,1.5164
2015-09-27,1.5177,1.521,1.5175,1.5195
2015-09-25,1.5225,1.526,1.5134,1.5177
2015-09-24,1.5247,1.5289,1.5198,1.5224
2015-09-23,1.5351,1.5364,1.5219,1.5248
2015-09-22,1.5511,1.5529,1.5337,1.535
2015-09-21,1.5521,1.5568,1.5478,1.5512
2015-09-20,1.5524,1.5538,1.5509,1.5521
2015-09-18,1.5574,1.5659,1.5511,1.5529
2015-09-17,1.5498,1.5628,1.5484,1.5573
2015-09-16,1.5345,1.5528,1.5327,1.5498
2015-09-15,1.5422,1.5457,1.5327,1.5345
2015-09-14,1.544,1.5471,1.5371,1.5422
2015-09-13,1.5425,1.5446,1.541,1.5442
2015-09-12,1.5428,1.5428,1.5428,1.5428
2015-09-11,1.5436,1.5462,1.5397,1.5426
2015-09-10,1.5356,1.5476,1.5336,1.5435
2015-09-09,1.5395,1.5405,1.5345,1.5356
2015-09-08,1.5274,1.5413,1.5267,1.5395
2015-09-07,1.5187,1.5288,1.5167,1.5274
2015-09-06,1.5191,1.5193,1.5171,1.5187
2015-09-04,1.5254,1.5277,1.5162,1.5165
2015-09-03,1.5307,1.5313,1.5217,1.5254
2015-09-02,1.5302,1.5326,1.5262,1.5307
2015-09-01,1.535,1.5408,1.5297,1.53
2015-08-31,1.5414,1.5437,1.5337,1.535
2015-08-30,1.5385,1.5418,1.5374,1.5414
2015-08-28,1.5409,1.5443,1.5334,1.5393
2015-08-27,1.5475,1.5509,1.5368,1.5408
2015-08-26,1.5696,1.5721,1.5451,1.5476
2015-08-25,1.5754,1.5818,1.5678,1.5696
2015-08-24,1.5683,1.5803,1.5627,1.5754
2015-08-23,1.5693,1.5703,1.5672,1.5683
2015-08-22,1.5695,1.5695,1.5695,1.5695
2015-08-21,1.5689,1.5723,1.5655,1.5689
2015-08-20,1.5679,1.5701,1.5603,1.5688
2015-08-19,1.5658,1.5701,1.5632,1.5678
2015-08-18,1.5583,1.5717,1.556,1.5658
2015-08-17,1.5648,1.5688,1.5577,1.5583
2015-08-16,1.5638,1.5665,1.5638,1.5648
2015-08-15,1.5643,1.5643,1.5643,1.5643
2015-08-14,1.5609,1.566,1.5585,1.5641
2015-08-13,1.5615,1.5637,1.5571,1.5608
2015-08-12,1.558,1.566,1.5531,1.5615
2015-08-11,1.5586,1.5616,1.5552,1.558
2015-08-10,1.5494,1.5606,1.5454,1.5585
2015-08-09,1.549,1.5497,1.5484,1.5495
2015-08-08,1.5492,1.5492,1.5492,1.5492
2015-08-07,1.551,1.5546,1.5422,1.5494
2015-08-06,1.56,1.5637,1.5466,1.551
2015-08-05,1.5565,1.5652,1.5525,1.56
2015-08-04,1.5587,1.5634,1.5556,1.5565
2015-08-03,1.5627,1.5645,1.5561,1.5587
2015-08-02,1.5615,1.5641,1.5615,1.5627
2015-07-31,1.5596,1.5678,1.5546,1.5619
2015-07-30,1.5606,1.5643,1.556,1.5596
2015-07-29,1.5613,1.569,1.5583,1.5605
2015-07-28,1.5559,1.5628,1.5526,1.5614
2015-07-27,1.5515,1.5596,1.5488,1.5559
2015-07-26,1.5509,1.5519,1.5503,1.5514
2015-07-25,1.551,1.551,1.551,1.551
2015-07-24,1.5515,1.5526,1.5464,1.5507
2015-07-23,1.5615,1.5671,1.5499,1.5515
2015-07-22,1.5557,1.5648,1.5548,1.5615
2015-07-21,1.5565,1.5591,1.5527,1.5557
2015-07-20,1.5605,1.5628,1.5535,1.5565
2015-07-19,1.5605,1.5612,1.5591,1.5607
2015-07-17,1.5608,1.5673,1.5553,1.5601
2015-07-16,1.5636,1.5651,1.5557,1.5608
2015-07-15,1.5633,1.5675,1.5574,1.5636
2015-07-14,1.5488,1.564,1.5448,1.5634
2015-07-13,1.55,1.5589,1.5477,1.5488
2015-07-12,1.5513,1.5526,1.5473,1.55
2015-07-10,1.5373,1.5551,1.5362,1.5513
2015-07-09,1.537,1.542,1.5341,1.5375
2015-07-08,1.5459,1.5467,1.5327,1.537
2015-07-07,1.5603,1.561,1.5409,1.5459
2015-07-06,1.5562,1.5629,1.5528,1.5603
2015-07-05,1.5535,1.5572,1.5528,1.5561
2015-07-03,1.5608,1.5644,1.5555,1.5569
2015-07-02,1.5608,1.5639,1.5561,1.5606
2015-07-01,1.5682,1.5734,1.5587,1.5608
2015-06-30,1.5728,1.5776,1.5679,1.5683
2015-06-29,1.5708,1.5789,1.5681,1.5728
2015-06-28,1.5742,1.5742,1.566,1.5708
2015-06-27,1.5747,1.5748,1.5747,1.5748
2015-06-26,1.5748,1.5767,1.5706,1.5743
2015-06-25,1.5707,1.577,1.5673,1.5748
2015-06-24,1.5729,1.5803,1.5664,1.5707
2015-06-23,1.5823,1.5832,1.5705,1.5729
2015-06-22,1.5874,1.591,1.5803,1.5823
2015-06-21,1.587,1.5883,1.5862,1.5873
2015-06-19,1.5878,1.5897,1.5833,1.588
2015-06-18,1.5828,1.593,1.5805,1.5878
2015-06-17,1.5645,1.5847,1.5623,1.5828
2015-06-16,1.5599,1.5654,1.5539,1.5645
2015-06-15,1.5563,1.5614,1.5484,1.5598
2015-06-14,1.5559,1.5569,1.554,1.5561
2015-06-13,1.5558,1.5558,1.5558,1.5558
2015-06-12,1.5508,1.5598,1.5465,1.5565
2015-06-11,1.5507,1.5534,1.5419,1.5507
2015-06-10,1.5378,1.5553,1.5366,1.5507
2015-06-09,1.5341,1.5389,1.5256,1.5377
2015-06-08,1.5267,1.5364,1.5218,1.5341
2015-06-07,1.5261,1.5273,1.5241,1.5268
2015-06-06,1.527,1.527,1.527,1.527
2015-06-05,1.5354,1.537,1.5189,1.5267
2015-06-04,1.5328,1.5441,1.53,1.5354
2015-06-03,1.5341,1.5375,1.5249,1.5327
2015-06-02,1.5201,1.5367,1.5178,1.5341
2015-06-01,1.5287,1.5305,1.5169,1.5201
2015-05-31,1.5291,1.5299,1.5273,1.5287
2015-05-30,1.5289,1.5289,1.5289,1.5289
2015-05-29,1.5321,1.5342,1.5235,1.5293
2015-05-28,1.5351,1.5386,1.5259,1.5321
2015-05-27,1.5392,1.5437,1.5299,1.5351
2015-05-26,1.5473,1.5475,1.5351,1.5391
2015-05-25,1.5484,1.5508,1.5454,1.5473
2015-05-24,1.548,1.5486,1.5455,1.5485
2015-05-23,1.5488,1.5488,1.5488,1.5488
2015-05-22,1.5659,1.569,1.5457,1.5489
2015-05-21,1.5538,1.57,1.5522,1.5659
2015-05-20,1.551,1.5588,1.547,1.5538
2015-05-19,1.5656,1.567,1.5446,1.5511
2015-05-18,1.5734,1.5746,1.5635,1.5657
2015-05-17,1.573,1.5746,1.5721,1.5735
2015-05-16,1.572,1.572,1.572,1.572
2015-05-15,1.5774,1.5809,1.5699,1.572
2015-05-14,1.5741,1.5815,1.5725,1.5774
2015-05-13,1.5667,1.5769,1.5632,1.5742
2015-05-12,1.5574,1.5711,1.5555,1.5667
2015-05-11,1.5439,1.5614,1.5392,1.5575
2015-05-10,1.5455,1.5457,1.5435,1.5439
2015-05-09,1.5458,1.5458,1.5458,1.5458
2015-05-08,1.539,1.5522,1.5354,1.5458
2015-05-07,1.524,1.5448,1.5162,1.539
2015-05-06,1.517,1.5291,1.5149,1.524
2015-05-05,1.5116,1.5218,1.5088,1.5169
2015-05-04,1.5152,1.5175,1.5087,1.5116
2015-05-03,1.5141,1.5165,1.5133,1.515
2015-05-02,1.5139,1.5139,1.5139,1.5139
2015-05-01,1.5348,1.5397,1.5112,1.5138
2015-04-30,1.5428,1.5492,1.5302,1.5348
2015-04-29,1.5337,1.5499,1.5324,1.5428
2015-04-28,1.5226,1.5343,1.5173,1.5337
2015-04-27,1.5174,1.5261,1.5105,1.5226
2015-04-26,1.517,1.5183,1.5155,1.5174
2015-04-25,1.5186,1.5186,1.5186,1.5186
2015-04-24,1.5052,1.5188,1.5025,1.5188
2015-04-23,1.5036,1.507,1.4957,1.5051
2015-04-22,1.4926,1.508,1.4911,1.5036
2015-04-21,1.4901,1.4973,1.4854,1.4926
2015-04-20,1.495,1.4984,1.4886,1.4901
2015-04-19,1.4962,1.4973,1.4934,1.4949
2015-04-17,1.493,1.5053,1.4913,1.4959
2015-04-16,1.4828,1.497,1.4809,1.4929
2015-04-15,1.4774,1.4853,1.4698,1.4828
2015-04-14,1.4669,1.4802,1.4599,1.4774
2015-04-13,1.4645,1.4681,1.4563,1.467
2015-04-12,1.4632,1.4645,1.4617,1.4643
2015-04-10,1.4712,1.4725,1.4584,1.463
2015-04-09,1.4876,1.4886,1.4681,1.4711
2015-04-08,1.4822,1.4972,1.4813,1.4876
2015-04-07,1.4887,1.4921,1.4801,1.4822
2015-04-06,1.4919,1.4981,1.4868,1.4887
2015-04-05,1.4917,1.4929,1.49,1.492
2015-04-04,1.4919,1.4919,1.4919,1.4919
2015-04-03,1.4833,1.4945,1.4809,1.4917
2015-04-02,1.4829,1.4868,1.4775,1.4834
2015-04-01,1.4828,1.4872,1.4736,1.4828
2015-03-31,1.4808,1.4871,1.4751,1.4828
2015-03-30,1.4896,1.4901,1.4752,1.4808
2015-03-29,1.4874,1.4898,1.4874,1.4896
2015-03-27,1.4848,1.4922,1.4792,1.4876
2015-03-26,1.4883,1.4994,1.4805,1.4848
2015-03-25,1.4844,1.4954,1.4828,1.4883
2015-03-24,1.4968,1.4984,1.4834,1.4844
2015-03-23,1.4958,1.4973,1.4834,1.4968
2015-03-22,1.496,1.499,1.4933,1.4959
2015-03-20,1.4756,1.4989,1.4717,1.495
2015-03-19,1.4941,1.501,1.4686,1.4756
2015-03-18,1.4746,1.5164,1.4631,1.4941
2015-03-17,1.4824,1.4845,1.4719,1.4746
2015-03-16,1.4752,1.4853,1.4744,1.4824
2015-03-15,1.4741,1.4754,1.4729,1.4752
2015-03-14,1.474,1.474,1.474,1.474
2015-03-13,1.4888,1.4897,1.4695,1.474
2015-03-12,1.4939,1.5027,1.4847,1.4887
2015-03-11,1.5067,1.5096,1.4889,1.4939
2015-03-10,1.5119,1.5121,1.5025,1.5067
2015-03-09,1.5059,1.5137,1.5048,1.5119
2015-03-08,1.5039,1.5062,1.5024,1.5059
2015-03-07,1.5035,1.5035,1.5035,1.5035
2015-03-06,1.5251,1.5252,1.5029,1.5034
2015-03-05,1.5264,1.527,1.5211,1.5251
2015-03-04,1.536,1.5372,1.5248,1.5264
2015-03-03,1.5357,1.5398,1.534,1.5359
2015-03-02,1.5426,1.5429,1.5347,1.5358
2015-03-01,1.5437,1.5443,1.5414,1.5425
2015-02-28,1.5432,1.5434,1.5432,1.5434
2015-02-27,1.5407,1.5459,1.538,1.5433
2015-02-26,1.5527,1.5552,1.5391,1.5408
2015-02-25,1.5449,1.5538,1.5445,1.5527
2015-02-24,1.5454,1.5474,1.5401,1.5449
2015-02-23,1.5389,1.5475,1.5328,1.5454
2015-02-22,1.5395,1.5407,1.5383,1.5389
2015-02-20,1.5416,1.5434,1.5339,1.5399
2015-02-19,1.5435,1.5465,1.5401,1.5415
2015-02-18,1.5345,1.548,1.5337,1.5436
2015-02-17,1.5357,1.5403,1.5312,1.5345
2015-02-16,1.541,1.5441,1.5337,1.5358
2015-02-15,1.5402,1.5429,1.5389,1.5411
2015-02-14,1.54,1.54,1.54,1.54
2015-02-13,1.538,1.5422,1.5366,1.54
2015-02-12,1.5239,1.5415,1.5206,1.5379
2015-02-11,1.5255,1.53,1.5214,1.5239
2015-02-10,1.5211,1.5276,1.5194,1.5254
2015-02-09,1.5234,1.5267,1.5197,1.5211
2015-02-08,1.5266,1.5266,1.5209,1.5233
2015-02-06,1.5332,1.5352,1.5208,1.5241
2015-02-05,1.518,1.5344,1.5165,1.5333
2015-02-04,1.5142,1.5251,1.5136,1.5181
2015-02-03,1.5024,1.5198,1.4985,1.5142
2015-02-02,1.5091,1.5091,1.5001,1.5024
2015-02-01,1.506,1.51,1.506,1.5088
2015-01-31,1.5058,1.5058,1.5058,1.5058
2015-01-30,1.507,1.5096,1.4985,1.5067
2015-01-29,1.5146,1.5163,1.5017,1.507
2015-01-28,1.5186,1.5219,1.5129,1.5146
2015-01-27,1.5081,1.5224,1.5055,1.5185
2015-01-26,1.5003,1.5104,1.4984,1.5082
2015-01-25,1.499,1.5016,1.497,1.5004
2015-01-23,1.5009,1.5036,1.4947,1.4989
2015-01-22,1.5142,1.5212,1.4969,1.5008
2015-01-21,1.5148,1.5179,1.5075,1.5142
2015-01-20,1.5103,1.52,1.5056,1.5149
2015-01-19,1.5132,1.5179,1.5092,1.5104
2015-01-18,1.5158,1.5165,1.5112,1.5132
2015-01-16,1.5179,1.5235,1.5074,1.5149
2015-01-15,1.5233,1.5267,1.5146,1.5181
2015-01-14,1.5162,1.5269,1.5142,1.5233
2015-01-13,1.5166,1.5192,1.5076,1.5162
2015-01-12,1.5189,1.519,1.5094,1.5166
2015-01-11,1.5175,1.5194,1.5161,1.519
2015-01-09,1.508,1.5176,1.5074,1.5158
2015-01-08,1.5105,1.5118,1.503,1.508
2015-01-07,1.5138,1.5155,1.5052,1.5104
2015-01-06,1.5251,1.5275,1.5106,1.5139
2015-01-05,1.5268,1.5319,1.5199,1.5252
2015-01-04,1.5332,1.5335,1.5173,1.5268
2015-01-03,1.5326,1.5328,1.5325,1.5325
2015-01-02,1.5579,1.5583,1.5322,1.5326
2015-01-01,1.5576,1.5587,1.555,1.558
2014-12-31,1.556,1.562,1.5545,1.5575
2014-12-30,1.5516,1.5573,1.5496,1.556
2014-12-27,1.5557,1.5557,1.5557,1.5557
2014-12-26,1.5562,1.5569,1.5534,1.5558
2014-12-25,1.5557,1.5579,1.5529,1.5562
2014-12-24,1.5516,1.5566,1.5502,1.5555
2014-12-23,1.5583,1.5608,1.5483,1.5515
2014-12-22,1.5625,1.5665,1.557,1.5584
2014-12-21,1.5631,1.5634,1.5614,1.5625
2014-12-20,1.5627,1.5627,1.5627,1.5627
2014-12-19,1.5667,1.5682,1.5601,1.5628
2014-12-18,1.5569,1.5677,1.5545,1.5668
2014-12-17,1.5746,1.575,1.5538,1.5568
2014-12-16,1.5643,1.5785,1.561,1.5747
2014-12-15,1.5728,1.5747,1.5599,1.5644
2014-12-14,1.5718,1.574,1.5705,1.5726
2014-12-13,1.5715,1.5715,1.5715,1.5715
2014-12-12,1.5727,1.5746,1.569,1.5715
2014-12-11,1.5716,1.5757,1.5648,1.5728
2014-12-10,1.5671,1.5719,1.5643,1.5716
2014-12-09,1.5655,1.5717,1.5624,1.5671
2014-12-08,1.5563,1.5679,1.5537,1.5652
2014-12-07,1.5579,1.5586,1.556,1.5564
2014-12-05,1.5671,1.5695,1.5567,1.5582
2014-12-04,1.5682,1.5726,1.5642,1.5671
2014-12-03,1.5637,1.5719,1.5615,1.5682
2014-12-02,1.5732,1.5743,1.5628,1.5636
2014-12-01,1.5631,1.5764,1.5584,1.5734
2014-11-30,1.564,1.5657,1.5629,1.5632
2014-11-28,1.572,1.5729,1.5611,1.5647
2014-11-27,1.5794,1.5826,1.5712,1.572
2014-11-26,1.5707,1.5806,1.5675,1.5794
2014-11-25,1.5704,1.5736,1.5647,1.5707
2014-11-24,1.5698,1.5715,1.5688,1.5703
2014-11-23,1.5645,1.5658,1.5631,1.5648
2014-11-21,1.5692,1.5714,1.5622,1.5656
2014-11-20,1.568,1.5737,1.5628,1.5693
2014-11-19,1.5621,1.5721,1.5585,1.5679
2014-11-18,1.5635,1.5679,1.5618,1.5621
2014-11-17,1.5665,1.5736,1.5615,1.5634
2014-11-16,1.567,1.5696,1.566,1.5665
2014-11-15,1.5665,1.5668,1.5665,1.5668
2014-11-14,1.5705,1.5708,1.5592,1.5665
2014-11-13,1.5766,1.5781,1.5689,1.5705
2014-11-12,1.5916,1.594,1.5758,1.5765
2014-11-11,1.5872,1.5945,1.5867,1.5916
2014-11-10,1.5881,1.5917,1.5838,1.5845
2014-11-09,1.5866,1.5898,1.5866,1.5881
2014-11-07,1.5843,1.5886,1.583,1.5868
2014-11-06,1.5974,1.5998,1.5824,1.5831
2014-11-05,1.6001,1.6021,1.5875,1.5974
2014-11-04,1.5972,1.6013,1.5965,1.6002
2014-11-03,1.596,1.6018,1.5929,1.597
2014-10-31,1.6002,1.601,1.5946,1.599
2014-10-30,1.6012,1.6037,1.5962,1.6002
2014-10-29,1.613,1.6158,1.6003,1.6012
2014-10-28,1.6116,1.618,1.6091,1.6131
2014-10-27,1.6083,1.6145,1.6083,1.6115
2014-10-24,1.6027,1.6097,1.6018,1.6085
2014-10-23,1.6041,1.6057,1.5995,1.6029
2014-10-22,1.6117,1.6129,1.6016,1.604
2014-10-21,1.616,1.6184,1.611,1.6117
2014-10-20,1.6093,1.6177,1.608,1.616
2014-10-17,1.6073,1.6125,1.603,1.6091
2014-10-16,1.5999,1.6091,1.595,1.607
2014-10-15,1.5903,1.6059,1.5877,1.6004
2014-10-14,1.6074,1.608,1.5898,1.5903
2014-10-13,1.6068,1.6125,1.6052,1.6072
2014-10-10,1.6119,1.6134,1.6009,1.607
2014-10-09,1.6157,1.6222,1.6107,1.6119
2014-10-08,1.6097,1.618,1.6031,1.6159
2014-10-07,1.608,1.6128,1.6027,1.6096
2014-10-06,1.5968,1.6098,1.5954,1.608
2014-10-03,1.6149,1.6158,1.5952,1.5963
2014-10-02,1.6181,1.6249,1.6114,1.6149
2014-10-01,1.6214,1.625,1.6162,1.6182
2014-09-30,1.6241,1.6283,1.6169,1.6214
2014-09-29,1.6238,1.6272,1.6216,1.6241
2014-09-26,1.6316,1.6332,1.6237,1.6243
2014-09-25,1.6336,1.6339,1.6278,1.6317
2014-09-24,1.6389,1.6412,1.6327,1.6336
2014-09-23,1.6359,1.6412,1.6305,1.639
2014-09-22,1.6289,1.6367,1.6289,1.6361
2014-09-19,1.6425,1.6522,1.6284,1.6285
2014-09-18,1.6259,1.6455,1.6247,1.6438
2014-09-17,1.627,1.6355,1.6248,1.6257
2014-09-16,1.6227,1.6308,1.6162,1.627
2014-09-15,1.6268,1.627,1.622,1.6227
2014-09-12,1.6263,1.6271,1.6218,1.6264
2014-09-11,1.6205,1.6276,1.6185,1.6273
2014-09-10,1.6103,1.6226,1.6052,1.6201
2014-09-09,1.6095,1.6154,1.6063,1.6104
2014-09-08,1.6185,1.6232,1.6092,1.6092
2014-09-05,1.6316,1.6337,1.6284,1.6323
2014-09-04,1.6459,1.6464,1.6306,1.6316
2014-09-03,1.6468,1.6497,1.644,1.6461
2014-09-02,1.6607,1.6614,1.6467,1.6469
2014-09-01,1.659,1.6643,1.6586,1.6608
2014-08-29,1.6587,1.6611,1.6563,1.6596
2014-08-28,1.6574,1.6612,1.6568,1.6588
2014-08-27,1.6541,1.6603,1.6537,1.6573
2014-08-26,1.657,1.6594,1.6539,1.6541
2014-08-25,1.654,1.6596,1.6539,1.657
2014-08-22,1.6578,1.6593,1.6562,1.6565
2014-08-21,1.6593,1.66,1.6564,1.6579
2014-08-20,1.6616,1.6675,1.659,1.6593
2014-08-19,1.6724,1.6727,1.6611,1.6615
2014-08-18,1.6717,1.6737,1.6713,1.6725
2014-08-15,1.6684,1.6701,1.6678,1.6688
2014-08-14,1.6688,1.6697,1.6658,1.6683
2014-08-13,1.6809,1.6827,1.6685,1.6689
2014-08-12,1.6785,1.6815,1.6757,1.6809
2014-08-11,1.6774,1.6795,1.6771,1.6787
2014-08-08,1.6832,1.6833,1.6767,1.6771
2014-08-07,1.6851,1.6864,1.6824,1.6832
2014-08-06,1.6882,1.6883,1.6822,1.685
2014-08-05,1.6858,1.6886,1.6846,1.6882
2014-08-04,1.6824,1.6862,1.6814,1.6859
2014-08-01,1.6884,1.6892,1.6817,1.6818
2014-07-31,1.691,1.6926,1.6857,1.6884
2014-07-30,1.6943,1.6955,1.6889,1.6912
2014-07-29,1.6982,1.6993,1.6933,1.6943
2014-07-28,1.6976,1.7,1.6973,1.6983
2014-07-25,1.6987,1.6997,1.6963,1.6973
2014-07-24,1.7039,1.7052,1.6967,1.6987
2014-07-23,1.7064,1.7094,1.7024,1.7039
2014-07-22,1.7074,1.7083,1.7041,1.7064
2014-07-21,1.7081,1.7099,1.7055,1.7073
2014-07-18,1.7097,1.7116,1.7037,1.7083
2014-07-17,1.7136,1.7142,1.7087,1.71
2014-07-16,1.7141,1.7148,1.7117,1.7136
2014-07-15,1.7084,1.7188,1.7059,1.7141
2014-07-14,1.7121,1.7143,1.707,1.7083
2014-07-11,1.7131,1.7148,1.7095,1.7114
2014-07-10,1.7155,1.7166,1.7104,1.7132
2014-07-09,1.713,1.7158,1.7094,1.7156
2014-07-08,1.713,1.7147,1.7087,1.713
2014-07-07,1.7162,1.7162,1.7109,1.7131
2014-07-04,1.7153,1.7178,1.7131,1.7158
2014-07-03,1.7163,1.7165,1.7109,1.715
2014-07-02,1.7149,1.7176,1.7139,1.7163
2014-07-01,1.7109,1.7164,1.7095,1.7148
2014-06-30,1.7033,1.7114,1.7009,1.7109
2014-06-27,1.7023,1.7048,1.7009,1.7035
2014-06-26,1.698,1.704,1.6972,1.7024
2014-06-25,1.6982,1.7002,1.6952,1.6981
2014-06-24,1.7026,1.7031,1.6964,1.6983
2014-06-23,1.702,1.7048,1.7002,1.7027
2014-06-20,1.7038,1.7059,1.7003,1.701
2014-06-19,1.6991,1.7061,1.6986,1.7038
2014-06-18,1.6961,1.6996,1.6923,1.6991
2014-06-17,1.6978,1.6989,1.6942,1.6962
2014-06-16,1.6974,1.7009,1.696,1.6978
2014-06-13,1.6925,1.6991,1.6922,1.6961
